keyword,frequency,region,source_seed,source_block,collected_at,intent,cluster,notes
доставка описание для сайта,50,Все регионы,сайт для доставки,unknown,2026-07-08T09:15:39.483Z,mixed,доставка описание,все-регионы__сайт-для-доставки.json
заказать сайт для услуг,50,Все регионы,сайт для услуг,unknown,2026-07-08T09:11:57.328Z,commercial,заказать сайт,все-регионы__сайт-для-услуг.json
китайский сайт для доставки,50,Все регионы,сайт для доставки,unknown,2026-07-08T09:15:39.483Z,mixed,китайский сайт,все-регионы__сайт-для-доставки.json
лучший сайт для врача,50,Все регионы,сайт для врача,unknown,2026-07-08T09:12:11.555Z,mixed,лучший сайт,все-регионы__сайт-для-врача.json
официальные сайты интернет магазинов для детей,50,Все регионы,сайт для интернет магазина,unknown,2026-07-08T09:15:24.274Z,mixed,официальные сайты,все-регионы__сайт-для-интернет-магазина.json
разработка сайтов для школ,50,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.597Z,mixed,разработка сайтов,все-регионы__сайт-для-школы.json
сайт для интернет магазина продуктов,50,Все регионы,сайт для интернет магазина,unknown,2026-07-08T09:15:24.274Z,mixed,сайт интернет,все-регионы__сайт-для-интернет-магазина.json
одностраничный сайт для услуг,49,Все регионы,сайт для услуг,unknown,2026-07-08T09:11:57.328Z,mixed,одностраничный сайт,все-регионы__сайт-для-услуг.json
описание школы для сайта,49,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.597Z,mixed,описание школы,все-регионы__сайт-для-школы.json
сайт под ключ нижний,49,Все регионы,сайт под ключ,unknown,2026-07-08T14:18:35.487Z,commercial,сайт ключ,все-регионы__сайт-под-ключ.json
